userName,score,content,at
Nabila Livia,5,sukaa,2026-02-18 10:36:04
Antok Sumawan,5,ya bagus,2026-02-18 10:32:49
Khayyira Ira,5,aku suka banget sama tiktok ini,2026-02-18 10:32:45
Aksay Subang,1,akun gua entah kenapa di Ben padalah gua kaga ngapa ngapain,2026-02-18 10:31:33
kenzo zildane alvaro,1,tolong diperbaiki,2026-02-18 10:30:44
Okta oprandika,5,😁,2026-02-18 10:28:52
Muhammad Grandhika,3,"cukup lumayan sih sama aplikasi ini , hanya saja banyak bug , kadang suka keluar sendiri dari aplikasi . terimakasih",2026-02-18 10:23:05
Albarak Dompu,2,membagi inspirasi dan motivasi,2026-02-18 10:21:51
Salman Man,5,Sya kasi bintang 5 biyar lebih bagus lagi hai bosku kenpa titok ya sering elor terus adh aph dengan titok ya,2026-02-18 10:21:44
Glodak glodak dak,5,sangat bagus apk nya saya dapat uang juga dari tiktok,2026-02-18 10:21:20
Gisan karim,5,mantap,2026-02-18 10:19:58
Sakila Ahzahra,5,senang bgt,2026-02-18 10:19:36
Ruslan L,1,aplikasi jelek,2026-02-18 10:18:45
Nata N,3,bagus tapi akun ku di block...😭😭,2026-02-18 10:17:48
Nazilla Azahra,1,gaseru tiktok sampah saya gabisa join padahal tanggal lahir saya sudah benar,2026-02-18 10:14:50
Agungsuprapto Siap,5,Tiktok ini tidak ngeleg makanya saya download ini,2026-02-18 10:13:09
Supuri Yama,4,"apk nya bagus saya suka, tapi diorang lain mempunyai potongan harga, sedang kan diakun saya ko tidak ada ya, tolong update kan akun saya agar mempunyai potongan harga.....terimakasih",2026-02-18 10:11:07
Izzul,5,good,2026-02-18 10:10:20
Rahmat Prasetyo,5,tolong bug untuk postingan di atur ulang soalnya setiap muat postingan ngestag di 30% terus,2026-02-18 10:10:18
Inaya nayaa,5,o aj sih😹,2026-02-18 10:09:31
Chakim,1,tolong vidio seksual di larang sekarang banyak banget cwk bukak aurat,2026-02-18 10:09:21
An dien,1,nge-lag padahal jaring bagus terus kadang juga suka tiba tiba follow akun orang,2026-02-18 10:09:06
kph mbot,5,asikkkk,2026-02-18 10:06:47
mahesa putra12,1,"suka ngelag buka komentar,ubah privasi atau yg lain lain kocak padahal wifi lancar",2026-02-18 10:05:11
Lailatul Hsn,5,bagus banget apk nyaa,2026-02-18 10:01:40
Sutrisno Sutrisno,3,soalnya ngeleg,2026-02-18 10:01:12
riananair,2,"lag terus sampe muak banget. kalo sekali masih wajar lah ini udh keberapa kali. buat ga nyaman nonton, bentar bentar lag ga enak. jadi ga terlalu pengen buka apknya lagi",2026-02-18 09:58:00
Meuthea Raudhatunisyah,1,jelek,2026-02-18 09:57:08
Virgo Scream,5,masyarakat,2026-02-18 09:55:38
Dikin Dikin,4,bagus,2026-02-18 09:54:00
Sonia RahayU,5,bagusss sekaliii,2026-02-18 09:53:34
Dedy Hakim,5,knpaa hp saya ngelek saat bukak live tiktok,2026-02-18 09:52:10
Mita aprilia,4,"kenapa akhir akhir ini tiktok ga bisa di buat buka komentar dll, padahal di buat scrol lancar lancar aja",2026-02-18 09:51:21
ziiiziem nyctophile,3,"tolong fitur repostnya di perbaiki min, sya buat akun baru tidak ada fitur repostnya",2026-02-18 09:48:53
Nur Hayati,5,mantap,2026-02-18 09:48:49
Aira,5,"suka,menarik,pokok nya aku suka,tapi akun aku ke blokir ga tau karna apa ,dan aku BENCI ITUU!!!!!",2026-02-18 09:48:02
yarikaa11,1,woi assuuuuuuuu nyapo book blok tiktok ku wes wes ilang Kabeh,2026-02-18 09:47:33
BAMUS FAMILY PASAR SUKARAJA,5,good,2026-02-18 09:46:17
Aulia Jakiyah,5,sangat baguss,2026-02-18 09:45:32
Imas Mila,2,kok gbs posting ulang?,2026-02-18 09:45:11
Lea Sherly,1,aplikasi nya lelet,2026-02-18 09:44:26
Wayan Suardana,3,"mohon maaf ini kenapa saya tidak bisa ngeklaim hadiah dari menjawab pertanyaan dari sebuah lokasi, tolong diperbaiki",2026-02-18 09:44:18
Shafira Rosandra,5,app nya bagus cuma suka diblokir tiba² sama tiktok nya jadi ya gabisa lagi,2026-02-18 09:41:40
Setan Gentayangan,5,apk bagus,2026-02-18 09:41:36
Muh Harun Yahya,5,seru,2026-02-18 09:41:14
apriliamj Aprilia,5,apk nya udah baguss bgttt tp tolong adain firur kembaliin draft plisss butuh bgttt🥲🥲🥲😭😭,2026-02-18 09:41:12
Billy Syaputra,1,ngeleg gajelas,2026-02-18 09:39:37
Aris Aris,5,mudah dipahami,2026-02-18 09:38:25
Irul Kamalasari,1,"tik tok jahat banget masak aku gk bisa nonton,akun aku di blokir selamanya pula😓🙁 udh 4th di blokirr😔😔😔 aku pake tik tok lite juga gabisa padal tik tok seru lohh tapi knp kok punya ku di blokir selama nya.",2026-02-18 09:36:09
Ardo,5,seru,2026-02-18 09:33:34
Sumarni,5,maen,2026-02-18 09:31:39
Dinamarini Laoli,5,aplikasi ini de sangat sangat bagusss,2026-02-18 09:31:12
Bagus Hadi,5,bagus buat denger arac songg,2026-02-18 09:30:57
Jau Hari,5,bagus bngt rekomen sih cocok untuk liat video,2026-02-18 09:30:38
Davi Pasha,2,"tolong dong apknya ios & os nya jangan di apain ini, tiktok ga support device gua minnn, kalo nonton bolak balik fore close, keluar keluar sendiri",2026-02-18 09:30:07
Muhammad Fauzie,5,sangat baguss,2026-02-18 09:29:40
Hasifah Azizah,1,bagus,2026-02-18 09:28:33
Sar noto,5,aplikasi tik tok nya mantap . kita bisa belanja pakai tik tok shop dn bisa cari hiburan di tik tok.,2026-02-18 09:27:00
Selpi Mpi,5,makasi tiktok,2026-02-18 09:26:18
Rizki Fadhilah,5,"apk bagus,",2026-02-18 09:25:52
Qibran Ahmad,5,ini sangat bagus,2026-02-18 09:25:23
Anka Ghozali,3,"gabisa update, beberapa efek ke kunci gabisa ke buka",2026-02-18 09:24:08
Tri Wah,5,"Mantul pokoe,bisa mengepresikan keejaan dan bisnis",2026-02-18 09:23:27
Afi Putri,5,agus,2026-02-18 09:22:38
Andita azzahra,4,karna ndk bisa chat chtan,2026-02-18 09:22:35
JALIL DIALOVA,5,fitur potongan harganya gak muncul,2026-02-18 09:21:28
syahruddin halong,5,saya tidak dapat mengatifkan aktivitas di tiktok tolong supaya bisa membuka aktivitas tiktok,2026-02-18 09:20:28
Juita Siti Zahra,4,gak ada potong harga di HP oppo a19,2026-02-18 09:19:06
Nurmah Lasari,1,"sebenernya seneng banget sm aplikasi tiktok,, tapi udh beberapa hari tiktok gak bisa buka komentar,, tidak ada jaringan internet terus,,, udh di hapus cache, data, uninstall, trus install lagi ttep. ga bsa buka komentar,, tiktok shopnya jg kaga ada,,, itukenapa yaaaaaaa.. klo dh bsa lagi sy kasih bintang 5",2026-02-18 09:17:58
Muhammad Ahmad,5,bagus punya hiburan baru untuk aku,2026-02-18 09:16:07
Apalu,1,jelek,2026-02-18 09:14:30
Ikwan Babang,5,sangat baik,2026-02-18 09:13:32
Uut Cindy,1,sampai sekarang event potong harga 100 perak belum ada di akun ku padahal sudah ganti akun lebih dari 5× dan sudah di update,2026-02-18 09:12:04
Rika erika,4,lumayan bagus si banyak kekurangan nya tiktok,2026-02-18 09:09:20
Raparapa,5,seru lumayan,2026-02-18 09:08:37
Alvin ALVIANSYAH,5,bagus karena aku gak pake imel,2026-02-18 09:04:19
Nursan nurasan9,5,bagus dan cakep trimakasih sudah berikan tiktok aplikasi inii trimakasih banyakk ya 😍,2026-02-18 09:03:58
Rofitul Afifa,5,"knp yhh di aku kdng suka macet"" gitu. itu jaringan atau dri hp nya yh?🫠😤",2026-02-18 09:02:42
Masdan Ardandi,5,"kebanyakan punya tiktok tapi gak di rating ,cihh kalo gak punya tiktok rasanya kayak kesepian",2026-02-18 09:02:10
Laila Maulida,2,"suka keluar sendiri,gimana yah?!",2026-02-18 09:01:53
Sapa bae,1,aplikasi membuat sakit hati,2026-02-18 09:00:42
Andi Lala,5,aplikasi ini sangat seru,2026-02-18 09:00:14
Iranny aprilliani,5,ak suka baca berita di tiktok❤️ dan download lagu2 sech🎉kerenlah,2026-02-18 09:00:01
Cuteanomaly,5,saya mendownload tik tok ini tidak bisa buat chat di Tik tok tolong perbaiki kesalahan ini makasih,2026-02-18 08:59:58
Layen Gladys,2,"tiktok bgs,tp apa² kena pl trs pdhl mh ga ngapa² in",2026-02-18 08:59:20
Nesya Indri Wahid,5,adalah pokoknya,2026-02-18 08:58:15
Khaerul Azzam,1,bagus sih,2026-02-18 08:58:03
Sokran Nda,1,banyak iklan,2026-02-18 08:57:43
Fery Fresly aman,4,kenapa tiktok sekarang sering forclose sendiri,2026-02-18 08:56:25
Fine Mefa,5,apikk,2026-02-18 08:56:01
Rezi Fahreza,5,well,2026-02-18 08:55:23
Azmi Alghifari,2,kenapa yh aku ga bisa nge download lagi tiktok padahal aku butuh bngt buat belanja,2026-02-18 08:55:13
Novi Andini,5,Saya jamin tiktoknya. bikin enak,2026-02-18 08:54:34
Fan Owa,4,asik banget kalo nonton soalnya dapat film gratis tanpa internet tapi mines nya sering keluar dari aplikasihnya,2026-02-18 08:52:58
Bianyo,1,bug tidak bisa masuk ke aplikasi tolong di perbaiki,2026-02-18 08:52:02
Ulun nuha s,5,lebih bagus lagi fiturnya,2026-02-18 08:51:42
Peri Peri irawan,1,tidak enak akun aku blokir terus,2026-02-18 08:50:57
SLS RTW,5,akun aku sering kebelokir,2026-02-18 08:50:15
Putri Hiyango,1,Ini tolong tik tok di perbaiki saya setiap buka tik tok sering kembali sendiri kadang tik tok sya jg gbisa di buka,2026-02-18 08:50:01
Galih Oce,5,Tanpa basa basi,2026-02-18 08:47:53
Abd Rahim,5,bagus banget cok,2026-02-18 08:46:26
Aan Herdiana,2,ga bisa dibuka aneh,2026-02-18 08:44:49
Boyor Nih,4,lagi scrol tiktok tiba tiba ke apus sendiri apl tik tok nya zzzz,2026-02-18 08:43:50
Tahang Tahang,5,cukup 👍👍👍,2026-02-18 08:43:44
Ibun Triple,5,Aku instal ini karna youtube aku bleng,2026-02-18 08:43:18
asrofi arek boys,5,Terbaik,2026-02-18 08:42:52
Sanahh 234,5,udh bagus bgt sih viturnya tpi bugnya anjir padahal aku pengen lihat live gwsm!,2026-02-18 08:42:40
Coty Siwe,5,Keren,2026-02-18 08:42:24
Moh Faiq Ghafur Pmk,5,Bagus sekali Saya Akan Menggunakan aplikasi ini juga,2026-02-18 08:42:00
welly edy prabowo,5,Aplikasi nya bagus banget,2026-02-18 08:41:35
Annyta Se,4,coba deh bisa semua orang bisa liat video kita,2026-02-18 08:38:38
karin keithara,1,"aneh, padahal jaringan baik' aja tapi lemot, vidionya si bisa di tonton tapi komen . . padahal buka apk lain aman' aja toh, udah 3 hari begini. udah di apus cache, hapus akun tetep aja tuh lemot",2026-02-18 08:38:15
Siti Mahmudah,5,bagus,2026-02-18 08:36:52
Asbi 123,5,karna jelek,2026-02-18 08:36:21
Mega Nurcahyani,5,ok,2026-02-18 08:36:10
Bngrblx,5,𝕨𝕙𝕪 𝕝𝕠𝕒𝕕𝕚𝕟𝕘 𝕝𝕒𝕞𝕒 𝕓𝕒𝕟𝕘𝕖𝕥,2026-02-18 08:36:09
Fhatien Al fatunisa,1,"tiktok taaiii setiap mau liat produk kembali sendiri setiap mau cekout balik lagi GK bisa di buka eroro terus gila lama""tiktok fitur nya kek taiii",2026-02-18 08:35:32
Keyla Az-zahra,4,"lumayan lah ya,tpi suka nge bug tiba'",2026-02-18 08:35:16
Talita Regina,1,knp abis di update ga bisa memposting ulang vd?,2026-02-18 08:34:41
arzel espargaro,5,baguss tapi kenapa tidak ada di layar beranda saya😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,2026-02-18 08:34:23
ARI YULIANTO,5,apk nya sangat bagus klo bisa diupdate lagi trima kasih,2026-02-18 08:33:45
Muhmmd Reza,1,"udh lama download tiktok tapi kenapa lihat komenan gabisa dan yg lainnya juga gabisa, bisa nya cuman scroll video doang aneh, katanya ga ada koneksi internet lah padahal saya punya paketan internet, tolong dong",2026-02-18 08:33:02
Nabila Panu,3,tik tok tidak bisa di instal katanya harus hapus aplikasi yang pas saya sudah hapus tidak bisa lagi.TOLONG DI PERBAIKI LAGI,2026-02-18 08:32:11
Kenan Razka,5,aku sih agak ada kecewa video aku gk fyppp itu aja sih,2026-02-18 08:32:02
valerie gracee,1,tidak suka batasin umur ny.,2026-02-18 08:30:38
Latiffa Lutfiana,3,menarik tapi sedikit ngelag,2026-02-18 08:25:23
Faiz Hamdani,3,ngeleg tapi seru,2026-02-18 08:24:33
Oppo A15,5,apply udah bagus banget,2026-02-18 08:23:58
Fitri Yanti,3,saya sering buka tiktok tapi tidak bisa bikin akun,2026-02-18 08:23:55
Ramdani Aditya,5,Wih skrng jdi bgs fitur tiktok nya sesudah di update jadi mantap betull nih tiktok,2026-02-18 08:23:25
Yose Rizal,4,mantap,2026-02-18 08:21:36
Agus Pp,5,Baguss bang,2026-02-18 08:20:28
Kirani Spt,1,tempat sarang monyet kepencet iklan langsung play store,2026-02-18 08:19:58
Fatma Kasih,1,tidak bisa masuk ke tiktok,2026-02-18 08:19:52
Marko Antonio Ginting,1,"Saya sudah lapor ke CS dan akun saya tetap di blokir tanpa penjelasan yang jelas, saya merasa tidak pernah melanggar peraturan dari tiktok tapi akun saya tetap di blokir, emang aneh ni aplikasi, easy bintang 1",2026-02-18 08:18:58
Dewi Uuy,5,sangat asik,2026-02-18 08:17:26
Kiki Julianto,3,"kadang"" apk nya tiba"" lag sendiri padahal kalo buka apk lain aman aja",2026-02-18 08:14:16
Aqilla Gustari,3,please ini knp udh 100% dah ku tunggu tapi belum ke donwload,2026-02-18 08:13:08
Ha Mida,4,"tapi kenapa punya saya kayak agak lambat untuk fitur "" baru ya gak ke apdute gitu kenapa ya",2026-02-18 08:11:50
Wiwied Adrian S,2,See u,2026-02-18 08:11:30
Andri Desvianto,5,sangat bagus carakerjanya meski bnyk iklan,2026-02-18 08:11:05
Sampit Spt2024,2,sekarang banyak iklan nya tt shop nya sampe berpengaruh ke apk lain,2026-02-18 08:09:27
Noval Ardiansyah,5,mantap semakin ok dintiktok,2026-02-18 08:06:57
bima Putra,1,"Apalah masak mau masuk tik tok keluar sendiri belum juga lihat video nya tiba² keluar sendiri tolong lah perbaiki bug seperti ini, masa mau lihat video tiba² keluar sendiri, sudah ngehabisi memori, keluar sendiri pula, 2 GB lebih loh apknya, perbaiki lah kek mana ini developer nya, terus kalau bisa setiap masuk toktok ini gak usah ada iklan bngst",2026-02-18 08:06:03
Ridho Alamsyah,1,Kenapa di hp vivo y17s tidak ada fitur foto live di tiktok padahal di kamera hp ada fitur foto live😭,2026-02-18 08:01:42
jihan jihan lestari,2,kenapa tidak ada toko dan posting ulang pdhal sudah di update,2026-02-18 08:00:14
eqtada binnabi achmad,1,konslet,2026-02-18 07:59:51
Dewi Ratnasari,1,kenapa tiktok hanya komentar dan pengaturan g bisa dibuka sudah 4 hari ..walaupun hanya scol² itu untuk belanja..tlng diperbaiki biar bisa belanja di tiktok,2026-02-18 07:57:31
Vano Superhero,4,"dear admin, pengen bisa hastag banyak lagi",2026-02-18 07:56:28
RANGGA Saputra,1,"kenapa ya saldo refund barang saya tidak bisa di ambil walau sudah tanggal 18. Mohon lah tiktok itu dana saya bukan dana anda, katanya ada pemeliharaan sistem, bohong mana ada pemeliharaan sistem selama ini.",2026-02-18 07:53:07
Risma Noviani,1,"habis di update malah keluar"" sendiri ga bisa di buka + GAUSA MENGADAKAN EVENT POTONG HARGA KALO POTONGAN NYA SAJA KECIL AND TIDAK MASUK AKAL",2026-02-18 07:46:18
Maida Nafisah mumtazah,5,tiktok bagus tapi gk bisa ngakunin tiktok nya,2026-02-18 07:45:55
Kahar Ruding,5,ok,2026-02-18 07:44:45
Husein Maulana,3,kebanyakan di pencarian vidio negatif,2026-02-18 07:44:31
Erna Wulan,5,seru bangett ada tiktok pokoknya is debes👍🏻,2026-02-18 07:44:07
Syerin Kansil,2,Krn KL mau pke kcpt Kya ad lmp ny jdi hrs hps and download ulg,2026-02-18 07:43:57
Ramli Ramsi,5,mantap,2026-02-18 07:43:05
St masruroh Masruroh,5,aku punya akun yang bernama the king azzzam,2026-02-18 07:42:54
Vivo Y01,5,Bagus,2026-02-18 07:42:39
Elip Lip,3,"bagus,cuma saya ga bisa pesan streak",2026-02-18 07:42:21
Andi Ranrenk,5,ok,2026-02-18 07:41:09
Fikri Ahmad tamamul,5,mantap,2026-02-18 07:38:49
nani setyani,2,aplikasi nya ngecrash mulu tolong min diperbaiki lagi,2026-02-18 07:37:12
Yohana Siringo ringo,1,iklan mu menganggu di aplikasi lain,2026-02-18 07:36:26
Evis Dinalorenza Depriani 28,4,"Aplikasi nya bikin kesal,awal nya digunakan gak ada lelet2 tapi sekarang lelet nya minta ampun!!! padahal udh perbarui apk,gimana sih pihak tiktok😴😴. kalau masalah jringn gpplh ini indk jringn ok2 aja TPI apk nya ttp lelet!!!. semoga cepat diperbaiki...",2026-02-18 07:33:29
Rifki Ulala,3,"min kenapa tiktok shop ku hilang ya padahal umur udah sesuai, followers udah, update juga udah, tolong di tindak lanjuti ya 🙏🏻🙏🏻",2026-02-18 07:32:43
Nazar Usman,5,aplikasi ini sanggat bagus,2026-02-18 07:30:01
nurfatin nabila,1,"sering keluar sendiri gajelas bikin gamood, gatau kenapa habis di update mala makin gajelas apknya.",2026-02-18 07:28:23
Fitri,3,"aplikasi nya bagus, baik, dan nyaman digunakan, tetapi kurang suka sama respon nya, aplikasi ini banyak salah paham nya hanya karna membahas masalalu tentang SD malah terkena pembatasan usia. saya meminta untuk SEGERAH diproses tetapi responya kurang cepat💔",2026-02-18 07:28:10
Opan jacky,5,i love tiktok,2026-02-18 07:24:33
Maria Melisa,1,"Suka lag, keluar aplikasi sendiri, kadang gabisa dibuka sama sekali tolong diperbaiki ya",2026-02-18 07:23:13
faiz ahmadxb,1,"gw gk bisa uninstall ni aplikasi njir, habis di uninstall pasti balik install lagi 😂 gitu terus",2026-02-18 07:21:52
Anisah Safitri,5,min tolong tambahin fitur menonton video& dibayar dongg,2026-02-18 07:20:04
Novita anggreyani,5,aplikasi yang sangat bermanfaat,2026-02-18 07:16:22
kasim algaji,1,gak bisa di pake,2026-02-18 07:16:17
Rifki Prawiranegara,5,mantap,2026-02-18 07:16:15
Tsuroyatul Usroti D,3,"kenapa ya,, setiap mau buka komentar selalu loading, pdhl kan sinyal bagus, soalnya buat main game pun lancar"" aja",2026-02-18 07:15:45
syariat islam pemuda hijrah,5,bagus sekali,2026-02-18 07:12:58
Olive Olive,5,"bagus, tetapi suka sekali keluar keluar sendiri kenapa ya",2026-02-18 07:04:51
Dipta Susanto,5,tiktok ini bagus banget untuk nonton drama pendek/dan juga bisa nonton dll,2026-02-18 06:59:42
Naza Sirait09,5,ini mah apk paling saya suka sekali gak pelu di tnya kalau kekurangan nya apa sama kamu ???? pingin fypppp,2026-02-18 06:58:52
Kaizan Aska,4,woi tiktok kenapa fitur kirim foto punya saya dihilangkan,2026-02-18 06:56:37
Diah Wuri,1,iklan yg mengganggu sekali,2026-02-18 06:52:22
Linddy,1,"kenapa gabisa buka komentar si? ga cuma komentar buka profil tiktok aja gabisa! loading Mulu pdhl wifi gk knp², udh di pakein paket data jga tetep gbsa",2026-02-18 06:51:03
Ayla Ayla,5,bagusssss bngett plcccc,2026-02-18 06:49:26
Dedi Supriyadi,5,aplikasi yang sangat populer di seluruh dunia🥰,2026-02-18 06:48:43
Amrullah Paembonan,5,mantappp,2026-02-18 06:44:37
Garta . M,5,aku suka,2026-02-18 06:39:22
Azi S,4,bagus,2026-02-18 06:38:17
Nando Rahawarin,5,apk ini sangat baguss,2026-02-18 06:37:39
Bakti,5,tiktok nya bagus banget anjir,2026-02-18 06:34:48
Hasniati Spdi,5,makasih bgt tiktok saya makin suka dan seru 😀 semoga sukses selalu semuanya 🤲🏻 dan sehat selalu 😅,2026-02-18 06:32:57
Novita harahap,5,tiktok ini sangat bagus karena ada banyak filem ada filem apa aja tapi aku mohon tiktok jangn bolk akun ku lagi ya,2026-02-18 06:27:44
halo gatau,1,keluar sendiri force close terus anjg,2026-02-18 06:23:53
Suminah Rasito,1,apalah gw buka gak bisa akses internet padahal wifi nayala muncul notif tidak ada akses internet,2026-02-18 06:15:55
Salu Rahayu,3,ini kenapa gak ada fitur toko nya weei,2026-02-18 06:13:08
rahmi,5,ngehibur yg kesepian,2026-02-18 06:11:49
Abdul Azis,5,potong harga,2026-02-18 06:11:03
Mecca Coll12,3,tolong play store tik tok ku kok ga bisa buat posting ulang ya jelek lgi gmna ya..,2026-02-18 06:10:06
Runa Sky,1,apaaan cok lagi di apk lain lagi iklan tiba tiba banget masuk tiktok anjirrr ngeselin kali lah,2026-02-18 06:06:50
Inayah Sayangku,1,terblokir terus akun ku nabule,2026-02-18 06:04:43
Rosiana Prameishela,2,yg aku udh updt taoi ko ga ada fitur shop nya,2026-02-18 05:58:47
Resty maiarif,1,"tolong dong suka bgt keluar sndiri pdhl memo juga masih bnya, udh hps data berkali kali ttp gt aja, hrs didownload ulang baru bisa normal lagi, nanti seminggu lgi, blik ky gt lgi, muak bgt",2026-02-18 05:49:23
iaa Ndrynii,1,gak ada shop buat belanjanya,2026-02-18 05:42:43
Helma Dina,1,"tolong di perbaiki lagi sering banget ngebug pas makai apk ini padahal udh ada dari tahun bowo si raja tik tok, tapi makin ke sini makin parah dari masalah gaada jaringan pdhl udh pakai wifi udah beli kouta juga 100gb masih gabisa di pakai sampai aku uninstall ulang download lagi tetap gabisa kecewa bgt sama tiktok.",2026-02-18 05:34:17
Zakky Syafiq,1,Lo pengikut. Lo sudah 1k Kokok gak bisa live,2026-02-18 05:34:04
Andika Pertama,5,aplikasi yang bagus saya bisa menemukan berita apa saja disini aku kasih bintang lima,2026-02-18 05:26:10
Syafwan AD,5,bagus sekali,2026-02-18 05:24:01
Rehan 789,1,apalah kocak tiktok kon..,2026-02-18 05:23:13
Heru Eki Prasetya,5,Good Application,2026-02-18 05:16:40
Frisky ai,1,nge buflg terus perbaiki lah!MASA ADA PAMET SAMA DATA G BISA BUKA TIKTOK 30 MENIT,2026-02-18 05:12:54
Muh. Sirajul Azman,1,aku posting video aku pake lagu yang aku mau. terus pas lama kelamaan lagunya keganti. maksudnya apa yah? mana lagunya jelek banget lagi kurang ajar,2026-02-18 05:07:46
Cece Cendol,5,sangat cocok 100,2026-02-18 05:03:21
kartikaput 7890,2,"semenjak di-update malah lemot dan tidak muncul pp,tidak tau mungkin hp yg ngeleg atau gimana, padahal sudah di refresh.",2026-02-18 04:25:42
Mhmd Herdiansyah,1,anjirr lah banyak iklan,2026-02-18 04:05:22
Jainuri Hasim,4,ok,2026-02-18 03:41:14
Zahra Nurani Fahrizah,5,bagus,2026-02-18 03:24:59
Muhamad Sutisna,5,bagus tidak menyia menyiakan,2026-02-18 03:13:07
Oppo 543,5,bagud banget bisa lihat Vidio yang bagus bagus,2026-02-18 03:02:35
Kaisa Azzahra,5,bagus banget,2026-02-18 02:59:01
Aman Ridz,5,mantap,2026-02-18 02:56:06
Yeki Keiya,5,terbaik,2026-02-18 02:52:41
kang cumi,4,banyak iklan,2026-02-18 02:45:21
Khoirul Nazriel,5,dpt uang dr nonton dracin di tiktok,2026-02-18 02:45:19
Added Turmudzi,5,mantap semoga saya bisa melihat info lengkap tentang istri yang baik dan benar dapat digunakan sebagai bahan hiburan 👍👍👍,2026-02-18 02:42:01
alief Prayuda,1,"tiktok skrg baperan, dikit2 pelanggaran, padahal aplikasi ini sdh bagus, tapi jgn terlalu banyak pelanggaran",2026-02-18 02:37:43
Slamet Haryono,5,belanja lebih mudah di tik-tok sambil scroll video pendek,2026-02-18 02:37:05
Ridobae Ridobae,5,bagus,2026-02-18 02:25:40
ardinata hariwibawa,5,minimal 0 pengikut udh bisa live lah,2026-02-18 02:24:01
chelsyieeoktaviaaputrii,1,tiktok nampilkan video seram-seram dimalam hari dan saya takut. rating 1 buat tiktok,2026-02-18 02:16:40
Dilapye Troyard,3,lumayan,2026-02-18 02:14:33
Lakas Kasat,1,burik kg bisa isi link bio trus komen ilang,2026-02-18 02:11:46
wiratmoko 1986,5,everything is running smoothly after the update,2026-02-18 02:11:45
Wahyunurtriawan11,5,mantap,2026-02-18 02:06:45
Salman Alfarisi,5,bagus sangat menyenangkan,2026-02-18 01:56:57
Pendatang Baru,5,"Di beberapa perangkat hanya bisa mendownload tidak dapat mmenginstall dan selalu gagal mengistall, mohonnbantuannyanagar dapat mengunakan kembali",2026-02-18 01:51:01
Yusuf Syahputra,5,cukup mendukung,2026-02-18 01:50:53
Alya Hany lestari,1,"event 100 p, sumpah bikin orang cape",2026-02-18 01:44:08
bintang arkah,1,JARINGAN FULL BUKA APK LAIN BISA LANCAR JAYA. GILIRAN BUKA TIKTOK GABISA. BENCI TIKTOK BOIKOT TIKTOK,2026-02-18 01:43:17
Daffa Rifki,2,"Mohon Maaf Min, Ini Semenjak Saya Update Tiktok Nya Agak Ngeleg Gitu Kalau Di Gunakan, Tolong Di Perbaiki Lagi Min 🙏🏻",2026-02-18 01:38:25
awan aji,5,bagus,2026-02-18 01:30:18
maula cans,1,"kalo ga di urus aju banding yang kena pelanggaran pembatasan usia ga di urus napa ada program aju bandinh gua tanya?bilangnya 24jam kerja tapi sampe sekarang ga kerja"" lu,kalo misalnya emang ga bisa aju banding ya jangan ada program aju banding kocakk",2026-02-18 01:29:26
A. Zulkarnain Ali,5,ok,2026-02-18 01:27:39
Hadi Maulidilham,5,ok,2026-02-18 01:24:31
Home Garage,1,"ini aplikasi arah suka keluar sendiri,,,padah hp ram besar,,,MENDING DI HAPUS GK USAH DI DOWNLOAD",2026-02-18 01:24:29
kinara Fiorenza,1,"jujur di saya ga ada masalah apa apa sama aplikasi dan fitur fiturnya, semua lancar bagus dan ga ada bug selama saya mendownload tiktok, tapi yang bikin saya malas membuka apk ini tuh makin banyak short drama barat yang terlalu seksual dan vulgar, yang saya heran kenapa sering sekali muncul di beranda saya, saya udah laporkan video tersebut sudah saya pilih opsi tidak tertarik tapi semakin lama semakin banyak dan semakin vulgar lagi video yang muncul, tolong dong di perhatikan kebijakannya",2026-02-18 01:17:10
Nisa anak mama,1,"fitur bagus bagus di aku gaada, giliran yang jelek aja banyak. kek potongan harga (Rp.100) aneh. pilih kasih ih",2026-02-18 01:13:26
KANNN ROEKAN,5,bagus,2026-02-18 01:10:35
Zabrik Bocil epep19,5,kenapa ya pas saya mau posting video kaga bisa di lihat orang lain tolong yak,2026-02-18 01:09:46
Sugandhi Gandhi,4,"kenapa akun saya sering macet dari keluar sendiri, baru-baru ini kenapa akun saya tidak bisa ikut naik Komal dan tidak pernah dapat hadiah dari GB. tolong di perbaiki ya terima kasih",2026-02-18 01:08:32
KOBRA 1233,5,apk tik tok suruh aku kaya,2026-02-18 01:05:02
Putri Yasmin,1,"aneh bgt akun gw yang satu tiba-tiba ilang yg satu tiba' rusak, gmna sih tik tok ini",2026-02-18 01:02:30
Asixs Familly,1,"view dikit, banyak sering kena pelanggaran, itu knp, gak ngapa2in kena pl... aneh, di perbaiki lah...",2026-02-18 01:01:32
Raka,1,"knapa setiap kluar apl mau masuk lgi GK bisa,,tolong di perbaiki",2026-02-18 01:00:18
Dua Putra,5,"aplikasi ini sangat berguna dan membantu,tapi kenapa kok sering ada yg kurang jelas di peraturan"" nya,apa saya yg gagal faham ya,tau ah.pokoknya mantap,terima kasih",2026-02-18 00:59:01
Mapul 5821,5,ga bisa di main,2026-02-18 00:56:23
Shadiq,1,TAMBAHKAN FITUR NYIMPEN FOTO DI CHAT TIKTOK MIN,2026-02-18 00:49:11
